GAIA_IE	EN_MENTION_0000000	Caracas	IC001VBFN:289-295	3646738	GPE	NAM	0.7203500270843506	
GAIA_IE	EN_MENTION_0000001	capital	IC001VBFN:278-284	3646738	GPE	NOM	0.6136165857315063	
GAIA_IE	EN_MENTION_0000002	Maduro	IC001VBFN:621-626	30003777	PER	NAM	0.9877549409866333	
GAIA_IE	EN_MENTION_0000003	Miami	IC001VBFN:791-795	4164138	GPE	NAM	0.7589579820632935	
GAIA_IE	EN_MENTION_0000004	Colombian	IC001VBFN:801-809	3686110	GPE	NAM	0.8892471790313721	
GAIA_IE	EN_MENTION_0000005	Juan Manuel Santos	IC001VBFN:818-835	30001154	PER	NAM	0.9309323827425638	
GAIA_IE	EN_MENTION_0000006	leader	IC001VBFN:811-816	30001154	PER	NOM	0.4697471857070923	
GAIA_IE	EN_MENTION_0000007	Venezuela	IC001VBFN:1267-1275	3625428	GPE	NAM	0.6880797743797302	
GAIA_IE	EN_MENTION_0000008	government	IC001VBFN:1253-1262	3625428	GPE	NOM	0.495762437582016	
GAIA_IE	EN_MENTION_0000009	US	IC001VBFN:1371-1372	6252001	GPE	NAM	0.6872093081474304	
GAIA_IE	EN_MENTION_0000010	Bolton	IC001VBFN:1601-1606	NIL00000012	PER	NAM	0.9049768447875977	
GAIA_IE	EN_MENTION_0000011	his	IC001VBFN:1613-1615	NIL00000012	PER	PRO	0.9922823905944824	
GAIA_IE	EN_MENTION_0000012	US	IC001VBFN:1643-1644	6252001	GPE	NAM	0.6389615535736084	
GAIA_IE	EN_MENTION_0000013	US	IC001VBFN:1742-1743	6252001	GPE	NAM	0.3642578721046448	
GAIA_IE	EN_MENTION_0000014	Cilia Flores	IC001VBFN:479-490	NIL00000002	PER	NAM	0.8533065319061279	
GAIA_IE	EN_MENTION_0000015	wife	IC001VBFN:473-476	NIL00000002	PER	NOM	0.8865873217582703	
GAIA_IE	EN_MENTION_0000016	His	IC001VBFN:469-471	30003777	PER	PRO	0.9961762428283691	
GAIA_IE	EN_MENTION_0000017	National Guard	IC001VBFN:568-581	NIL00000005	ORG	NAM	0.4154920130968094	
GAIA_IE	EN_MENTION_0000018	Rodriguez	IC001VBFN:2259-2267	30000108	PER	NAM	0.9724085330963135	
GAIA_IE	EN_MENTION_0000019	they	IC001VBFN:2274-2277	30000108	PER	NOM	1.0	
GAIA_IE	EN_MENTION_0000019	they	IC001VBFN:2274-2277	30000108	PER	PRO	0.5782378911972046	
GAIA_IE	EN_MENTION_0000020	National Guard	IC001VBFN:2316-2329	NIL00000005	ORG	NAM	0.49259020388126373	
GAIA_IE	EN_MENTION_0000021	El Salvador	IC001VBFN:2399-2409	3585968	GPE	NAM	0.8486268818378448	
GAIA_IE	EN_MENTION_0000022	governments	IC001VBFN:2384-2394	3585968	GPE	NOM	0.5219709277153015	
GAIA_IE	EN_MENTION_0000023	Nicaragua	IC001VBFN:2412-2420	3617476	GPE	NAM	0.939633846282959	
GAIA_IE	EN_MENTION_0000024	Bolivia	IC001VBFN:2426-2432	3923057	GPE	NAM	0.8726364374160767	
GAIA_IE	EN_MENTION_0000025	FARC	IC001VBFN:2473-2476	NIL00000024	ORG	NAM	0.897372305393219	
GAIA_IE	EN_MENTION_0000026	Colombian	IC001VBFN:2481-2489	3686110	GPE	NAM	0.609908938407898	
GAIA_IE	EN_MENTION_0000027	Venezuelan	IC001VBFN:1949-1958	3625428	GPE	NAM	0.8102779388427734	
GAIA_IE	EN_MENTION_0000028	Colombia	IC001VBFN:1988-1995	3686110	GPE	NAM	0.767106294631958	
GAIA_IE	EN_MENTION_0000029	Maduro	IC001VBFN:1435-1440	30003777	PER	NAM	0.9907026290893555	
GAIA_IE	EN_MENTION_0000030	Trump	IC001VBFN:1456-1460	NIL00000014	PER	NAM	0.9019255638122559	
GAIA_IE	EN_MENTION_0000031	US	IC001VBFN:1068-1069	6252001	GPE	NAM	0.7668398022651672	
GAIA_IE	EN_MENTION_0000032	national	IC001VBFN:1071-1078	6252001	GPE	NOM	1.0	
GAIA_IE	EN_MENTION_0000033	John Bolton	IC001VBFN:1097-1107	NIL00000012	PER	NAM	0.9781481027603149	
GAIA_IE	EN_MENTION_0000034	adviser	IC001VBFN:1089-1095	NIL00000012	PER	NOM	0.8726196885108948	
GAIA_IE	EN_MENTION_0000035	the White House	IC001VBFN:1162-1176	NIL00000001	ORG	NAM	0.3152101586262385	
GAIA_IE	EN_MENTION_0000036	The White House	IC001VBFN:1-15	NIL00000001	ORG	NAM	0.3666253288586934	
GAIA_IE	EN_MENTION_0000037	Venezuelan	IC001VBFN:92-101	3625428	GPE	NAM	0.8683634996414185	
GAIA_IE	EN_MENTION_0000038	Nicolas Maduro	IC001VBFN:113-126	30003777	PER	NAM	0.9826345145702362	
GAIA_IE	EN_MENTION_0000039	Juan Manual Santos	IC001VBFN:2102-2119	30001154	PER	NAM	0.8957890470822653	
GAIA_IE	EN_MENTION_0000040	Colombian	IC001VBFN:2153-2161	3686110	GPE	NAM	0.6324054002761841	
GAIA_IE	EN_MENTION_0000041	Nicolas Maduro	IC001VBFN:141-154	30003777	PER	NAM	0.9908985197544098	
GAIA_IE	EN_MENTION_0000042	Cilia Flores	IC001VBFN:169-180	NIL00000002	PER	NAM	0.8861975073814392	
GAIA_IE	EN_MENTION_0000043	wife	IC001VBFN:164-167	NIL00000002	PER	NOM	0.8080444931983948	
GAIA_IE	EN_MENTION_0000044	his	IC001VBFN:160-162	30003777	PER	PRO	0.9912729859352112	
GAIA_IE	EN_MENTION_0000045	US	IC001VBFN:1193-1194	6252001	GPE	NAM	0.5146079659461975	
GAIA_IE	EN_MENTION_0000046	Fox News	IC001VBFN:1233-1240	NIL00000013	ORG	NAM	0.6466190218925476	
GAIA_IE	EN_MENTION_0000047	Colombia	IC001VBFN:1842-1849	3686110	GPE	NAM	0.894271731376648	
GAIA_IE	EN_MENTION_0000048	Venezuelan	IC001VBFN:839-848	3625428	GPE	NAM	0.8450325131416321	
GAIA_IE	EN_MENTION_0000049	John Bolton	IC001VBFN:1542-1552	NIL00000012	PER	NAM	0.8712759912014008	
GAIA_IE	EN_MENTION_0000050	him	IC001VBFN:1536-1538	30003777	PER	PRO	0.9537976384162903	
GAIA_IE	EN_MENTION_0000051	US	IC001VBFN:1565-1566	6252001	GPE	NAM	0.7098666429519653	
GAIA_IE	EN_MENTION_0000052	Maduro	IC001VBFN:2183-2188	30003777	PER	NAM	0.9672409892082214	
GAIA_IE	EN_MENTION_0000053	Venezuela	IC001VBFN:2216-2224	3625428	GPE	NAM	0.9155696630477905	
GAIA_IE	EN_MENTION_0000054	Maduro	IC001VBFN:2535-2540	30003777	PER	NAM	0.9891521334648132	
GAIA_IE	EN_MENTION_0000055	who	IC001VBFN:2544-2546	30003777	PER	PRO	0.7819380164146423	
GAIA_IE	EN_MENTION_0000056	Venezuela's	IC001VBFN:2582-2592	3625428	GPE	NAM	0.4311545491218567	
GAIA_IE	EN_MENTION_0000057	Perez	IC001VBFN:3213-3217	30001382	PER	NAM	0.9610037207603455	
GAIA_IE	EN_MENTION_0000058	Oscar Perez	IC001VBFN:3019-3029	30001382	PER	NAM	0.9866866767406464	
GAIA_IE	EN_MENTION_0000059	actor	IC001VBFN:3013-3017	NIL00000033	PER	NOM	0.7484071254730225	
GAIA_IE	EN_MENTION_0000060	their	IC001VBFN:3038-3042	NIL00000027	PER	PRO	0.6670847535133362	
GAIA_IE	EN_MENTION_0000061	Soldiers in T-shirts	IC001VBFN:2823-2842	NIL00000027	ORG	NAM	1.0	
GAIA_IE	EN_MENTION_0000062	leader	IC001VBFN:251-256	30003777	PER	NOM	0.7794082164764404	
GAIA_IE	EN_MENTION_0000063	drone	IC001VBFN:312-316	NIL00000003	WEA	NOM	0.6746581792831421	
GAIA_IE	EN_MENTION_0000064	soldiers	IC001VBFN:439-446	NIL00000004	PER	NOM	0.8342024087905884	
GAIA_IE	EN_MENTION_0000065	opponents	IC001VBFN:735-743	NIL00000006	PER	NOM	0.37920936942100525	
GAIA_IE	EN_MENTION_0000066	he	IC001VBFN:752-753	30003777	PER	PRO	0.9899263381958008	
GAIA_IE	EN_MENTION_0000067	officials	IC001VBFN:1646-1654	NIL00000017	PER	NOM	0.6204304695129395	
GAIA_IE	EN_MENTION_0000068	country	IC001VBFN:1663-1669	3625428	GPE	NOM	0.9547768235206604	
GAIA_IE	EN_MENTION_0000069	Americans	IC001VBFN:1685-1693	10861432	PER	NOM	0.5095347762107849	
GAIA_IE	EN_MENTION_0000070	military	IC001VBFN:949-956	NIL00000009	ORG	NOM	0.7500436305999756	
GAIA_IE	EN_MENTION_0000071	base	IC001VBFN:958-961	NIL00000010	FAC	NOM	0.8939156532287598	
GAIA_IE	EN_MENTION_0000072	attackers	IC001VBFN:2240-2248	30000108	PER	NOM	0.4851348400115967	
GAIA_IE	EN_MENTION_0000073	Whoever	IC001VBFN:2228-2234	30000108	PER	PRO	0.8863040208816528	
GAIA_IE	EN_MENTION_0000074	group	IC001VBFN:2501-2505	NIL00000024	ORG	NOM	0.8709726929664612	
GAIA_IE	EN_MENTION_0000075	party	IC001VBFN:2524-2528	NIL00000024	ORG	NOM	0.7868382334709167	
GAIA_IE	EN_MENTION_0000076	leader	IC001VBFN:1960-1965	NIL00000020	PER	NOM	0.5276036262512207	
GAIA_IE	EN_MENTION_0000077	spokesman	IC001VBFN:2032-2040	30000108	PER	NOM	0.616342306137085	
GAIA_IE	EN_MENTION_0000078	ministry	IC001VBFN:2058-2065	NIL00000021	ORG	NOM	0.782559871673584	
