GAIA_IE	RU_MENTION_0000000	Мадуро	IC001V7CS:1-6	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000001	Мадуро	IC001V7CS:32-37	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000002	Николас Мадуро	IC001V7CS:62-75	NIL90000069	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000003	GLOBAL LOOK	IC001V7CS:84-94	NIL90003301	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000004	press/Francisco Batista	IC001V7CS:96-118	NIL90003302	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000005	Николас Мадуро	IC001V7CS:121-134	NIL90000069	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000006	Венесуэлы	IC001V7CS:230-238	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000007	Союза южноамериканских наций	IC001V7CS:316-343	NIL90002330	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000008	Венесуэлы	IC001V7CS:396-404	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000009	Николос Мадуро	IC001V7CS:406-419	NIL90001070	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000010	Эквадор	IC001V7CS:613-619	m.02k1b	GPE	NAM	1.0	Ecuador|Republic of Ecuador|Ecuador Time|the Republic of Ecuador
GAIA_IE	RU_MENTION_0000011	Союза южноамериканских наций	IC001V7CS:680-707	NIL90002330	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000012	UNASUR	IC001V7CS:710-715	m.04mj68	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000013	UNASUR	IC001V7CS:738-743	m.04mj68	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000014	Центральной Америки	IC001V7CS:890-908	NIL90001232	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000015	Эквадоре	IC001V7CS:960-967	NIL90000582	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000016	венесуэльского	IC001V7CS:992-1005	NIL90001428	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000017	Noticias24	IC001V7CS:1026-1035	NIL90002369	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000018	Мадуро	IC001V7CS:1045-1050	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000019	Венесуэлы	IC001V7CS:1160-1168	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000020	Эквадора	IC001V7CS:1213-1220	NIL90000582	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000021	Рафаэлем Корреа	IC001V7CS:1222-1236	NIL90002333	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000022	Николос Мадуро	IC001V7CS:1322-1335	NIL90001070	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000023	Мадуро	IC001V7CS:1479-1484	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000024	Эквадор	IC001V7CS:1525-1531	m.02k1b	GPE	NAM	1.0	Ecuador|Republic of Ecuador|Ecuador Time|the Republic of Ecuador
GAIA_IE	RU_MENTION_0000025	Венесуэле	IC001V7CS:1591-1599	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000026	эквадорскими	IC001V7CS:1640-1651	NIL90002335	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000027	Венесуэлы	IC001V7CS:1709-1717	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000028	Венесуэлы	IC001V7CS:1808-1816	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000029	Соединенных Штатов	IC001V7CS:1856-1873	m.09c7w0	GPE	NAM	1.0	United States
GAIA_IE	RU_MENTION_0000030	парламента страны	IC001V7CS:1976-1992	NIL90000775	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000031	Мария Корина Мачадо	IC001V7CS:1994-2012	NIL90001284	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000032	Диего Арриа	IC001V7CS:2036-2046	NIL90003303	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000033	оппозиционер	IC001V7CS:2023-2034	NIL90003303	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000034	США	IC001V7CS:2086-2088	m.09c7w0	GPE	NAM	1.0	USA|United States of America|United States|US|America
GAIA_IE	RU_MENTION_0000035	Колумбии	IC001V7CS:2092-2099	m.025s4rg	GPE	NAM	1.0	columbium|niobium
GAIA_IE	RU_MENTION_0000036	Кевином Уитэкером	IC001V7CS:2101-2117	NIL90003304	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000037	Мадуро	IC001V7CS:2144-2149	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000038	Венесуэлы	IC001V7CS:2338-2346	NIL90000000	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000039	злоумышленников	IC001V7CS:150-164	NIL90003305	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000040	главы	IC001V7CS:224-228	NIL90000123	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000041	представителями	IC001V7CS:363-377	NIL90001236	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000042	прессы	IC001V7CS:379-384	NIL90000044	ORG	NOM	1.0	
GAIA_IE	RU_MENTION_0000043	президент	IC001V7CS:386-394	NIL90000090	PER	NOM	1.0	president|chief executive|Pres.|chairperson|executive
GAIA_IE	RU_MENTION_0000044	злоумышленники	IC001V7CS:433-446	NIL90002614	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000045	главы	IC001V7CS:523-527	NIL90000123	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000046	государства	IC001V7CS:529-539	NIL90000002	GPE	NOM	1.0	
GAIA_IE	RU_MENTION_0000047	глава	IC001V7CS:627-631	NIL90000049	PER	NOM	1.0	chapter|head|chief|leader|principal
GAIA_IE	RU_MENTION_0000048	государства	IC001V7CS:633-643	NIL90000002	GPE	NOM	1.0	
GAIA_IE	RU_MENTION_0000049	человека	IC001V7CS:797-804	NIL90000001	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000050	наемному убийце	IC001V7CS:857-871	NIL90003306	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000051	президента	IC001V7CS:1007-1016	NIL90000090	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000052	главы	IC001V7CS:1154-1158	NIL90000123	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000053	президентом	IC001V7CS:1201-1211	NIL90000681	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000054	злоумышленника	IC001V7CS:1417-1430	NIL90002614	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000055	убийца	IC001V7CS:1502-1507	NIL90002337	PER	NOM	1.0	murderer|killer|assassin|slayer|homicide
GAIA_IE	RU_MENTION_0000056	властями	IC001V7CS:1653-1660	NIL90000653	ORG	NOM	1.0	
GAIA_IE	RU_MENTION_0000057	лидера	IC001V7CS:1702-1707	NIL90000411	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000058	конце мая этого года	IC001V7CS:1773-1792	NIL90003307	TME	NOM	1.0	
GAIA_IE	RU_MENTION_0000059	правительство	IC001V7CS:1794-1806	NIL90000002	ORG	NOM	1.0	government|administration|cabinet|state|govt
GAIA_IE	RU_MENTION_0000060	оппозиция	IC001V7CS:1832-1840	NIL90000002	ORG	NOM	1.0	opposition|resistance|stonewall|position|antagonism
GAIA_IE	RU_MENTION_0000061	президента	IC001V7CS:1903-1912	NIL90000090	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000062	экс-депутат	IC001V7CS:1964-1974	NIL90003308	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000063	Власти	IC001V7CS:2049-2054	NIL90000046	ORG	NOM	1.0	authorities|authority|domination|city hall|sapiential authority
GAIA_IE	RU_MENTION_0000064	послом	IC001V7CS:2079-2084	NIL90003309	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000065	весной 2014 года	IC001V7CS:2127-2142	NIL90001680	TME	NOM	1.0	
GAIA_IE	RU_MENTION_0000066	генералов	IC001V7CS:2203-2211	NIL90000756	PER	NOM	1.0	Generalov
GAIA_IE	RU_MENTION_0000067	военно-воздушных сил страны	IC001V7CS:2213-2239	NIL90003310	ORG	NOM	1.0	
GAIA_IE	RU_MENTION_0000068	глава	IC001V7CS:2332-2336	NIL90000049	PER	NOM	1.0	chapter|head|chief|leader|principal
GAIA_IE	RU_MENTION_0000069	народом	IC001V7CS:2376-2382	NIL90000763	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000070	ООН	IC001V7CT:3-5	m.07t65	ORG	NAM	1.0	UN|UNO|United Nations|Un|United Nations Organization
GAIA_IE	RU_MENTION_0000071	Мадуро	IC001V7CT:63-68	m.0h7hb4	PER	NAM	1.0	Maduro
GAIA_IE	RU_MENTION_0000072	AFP	IC001V7CT:74-76	m.02dlk9	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000073	Juan Barreto	IC001V7CT:85-96	m.0gpfnz	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000074	ЖЕНЕВА	IC001V7CT:100-105	m.01qtg0	GPE	NAM	1.0	Geneva|canton of Geneva|geneva|Canton of Geneva
GAIA_IE	RU_MENTION_0000075	РИА Новости	IC001V7CT:116-126	m.0d6h97	ORG	NAM	1.0	RIA Novosti
GAIA_IE	RU_MENTION_0000076	Елизавета Исакова	IC001V7CT:129-145	NIL90003485	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000077	Управление Верховного комиссара ООН по правам человека	IC001V7CT:148-201	m.05mfd	ORG	NAM	1.0	Office of the United Nations High Commissioner for Human Rights
GAIA_IE	RU_MENTION_0000078	венесуэльского	IC001V7CT:248-261	NIL90001428	GPE	NAM	1.0	
GAIA_IE	RU_MENTION_0000079	Фернандо Албана	IC001V7CT:277-291	NIL90003487	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000080	оппозиционера	IC001V7CT:263-275	NIL90003487	PER	NOM	1.0	
GAIA_IE	RU_MENTION_0000081	УВКПЧ ООН	IC001V7CT:423-431	NIL90003488	ORG	NAM	1.0	
GAIA_IE	RU_MENTION_0000082	Равина Шамдасани	IC001V7CT:433-448	NIL90003489	PER	NAM	1.0	
GAIA_IE	RU_MENTION_0000083	Венесуэлы	IC001V7CT:618-626	NIL90000000	GPE	NAM	1.0	
